user_id,product_id,event,ts
2,33,view,1740919689
2,163,cart,1700400011
2,154,view,1740879886
2,127,view,1723044818
2,179,view,1739233441
2,32,cart,1746390320
2,14,view,1724202523
2,118,purchase,1724282743
2,172,view,1728236837
2,81,view,1724069973
2,56,view,1730135023
2,88,view,1712916448
2,47,purchase,1725660717
2,16,view,1727831881
2,97,cart,1733586295
2,68,view,1711735909
2,144,view,1725260066
2,95,view,1704641197
2,76,view,1708209211
2,68,view,1733744321
2,155,cart,1721624758
2,15,view,1725540634
2,14,purchase,1739323710
3,100,view,1720032943
3,28,view,1731242404
3,147,cart,1747401778
3,84,view,1716285459
3,166,view,1729891824
3,69,purchase,1729475666
3,145,view,1738354132
3,89,view,1716670734
3,177,view,1730567161
3,129,view,1738584816
3,71,view,1722627653
3,13,view,1712227626
3,32,view,1701336286
3,110,view,1744305584
3,128,view,1749241969
3,34,view,1732032520
3,137,cart,1702869579
3,121,view,1736367121
3,37,view,1721866820
3,95,cart,1714821462
3,154,view,1702157803
3,119,view,1733830669
3,154,view,1719375016
3,181,view,1738930175
3,4,cart,1721516669
3,187,view,1725937634
3,59,view,1746170180
3,17,view,1717002832
3,73,view,1711275656
3,107,view,1723999853
3,109,cart,1702912951
3,156,view,1700870423
3,128,view,1745215929
3,43,view,1713303715
3,12,view,1718082469
3,135,view,1711135271
3,196,view,1749433925
3,136,view,1713022955
3,78,view,1733543607
3,120,view,1715041543
3,73,view,1735420759
3,24,view,1706927512
3,114,view,1741128427
3,140,view,1737406703
3,72,view,1713106282
3,134,view,1704548297
3,163,view,1726332384
3,105,view,1730102072
3,29,view,1704036725
3,146,view,1729035267
3,195,view,1743895136
3,112,view,1734714843
3,92,view,1710324547
3,127,view,1709030203
3,50,cart,1714202252
3,62,cart,1702520384
3,63,view,1713970374
3,19,view,1727088539
3,7,view,1700735253
3,106,cart,1744037739
3,83,view,1736703692
3,8,view,1702807948
3,64,purchase,1749041094
3,112,view,1746897375
3,75,view,1712477413
3,78,view,1707564477
3,73,purchase,1745026682
3,165,view,1721797902
3,55,view,1734594296
3,7,view,1724262056
3,40,view,1731265715
3,58,purchase,1727802420
3,57,view,1734262652
3,170,cart,1729165727
3,101,purchase,1737613543
3,49,cart,1726178283
3,20,view,1733348634
3,11,view,1719245869
3,36,cart,1731920036
3,188,view,1748349657
4,28,cart,1708454294
4,32,view,1730877082
4,91,view,1737030685
4,158,view,1701169208
4,114,cart,1734955145
4,91,cart,1719378126
4,93,view,1714319249
4,100,view,1703169918
4,28,view,1734126203
4,193,view,1706365728
4,152,view,1744589487
4,84,view,1749401281
4,22,purchase,1744878727
4,53,cart,1725788826
4,47,view,1728104502
4,33,cart,1731887727
4,36,purchase,1700356703
4,42,view,1705791938
4,85,view,1702167019
4,26,view,1709825354
4,57,view,1730709439
4,111,purchase,1713476871
4,170,view,1727156659
4,16,purchase,1703782911
4,39,view,1707676348
4,119,purchase,1746687421
4,24,view,1709014716
4,172,view,1702763440
4,92,view,1729492624
4,53,view,1716048524
4,61,cart,1728944110
4,88,view,1745069374
4,37,view,1705999738
4,173,purchase,1700640317
4,75,view,1721970229
4,172,purchase,1726891298
4,89,view,1715361397
4,16,view,1703889303
4,141,view,1704335430
4,29,view,1716755509
4,74,view,1715735229
4,33,cart,1737402161
4,1,view,1740580299
4,197,view,1743004288
4,140,view,1717667252
4,108,purchase,1737257543
4,95,purchase,1724871279
4,161,view,1708740998
4,107,cart,1702229484
4,155,view,1719416531
4,90,view,1721036854
4,177,view,1700220555
4,90,view,1733981408
4,195,cart,1700194540
4,166,view,1719739061
4,21,view,1725402208
4,185,view,1712325427
4,157,purchase,1721853294
4,114,view,1707020809
4,188,purchase,1740019017
4,191,view,1735839334
4,51,view,1726781255
4,163,view,1745525261
4,19,view,1712863418
4,53,cart,1748472573
4,92,view,1728680403
4,200,view,1732270368
4,73,view,1743854557
4,142,view,1736552645
4,42,view,1725990549
4,7,view,1717472745
4,187,view,1702088274
4,196,view,1741968641
4,173,view,1710828384
4,200,view,1712930228
4,94,cart,1712348200
4,26,view,1709152492
4,183,view,1740580279
4,26,purchase,1718149615
4,32,view,1704938684
5,93,view,1703810510
5,66,view,1724236480
5,34,view,1716916251
5,106,view,1706225415
5,159,view,1717447157
5,133,cart,1737159292
5,31,view,1744709997
5,137,view,1708117041
5,85,purchase,1719253447
5,164,cart,1744154107
5,79,view,1729494868
5,61,view,1700359082
5,24,view,1707599763
5,159,purchase,1706773043
5,197,cart,1729591222
5,100,purchase,1724076547
5,173,view,1712099383
5,34,view,1725999088
5,1,cart,1727874302
5,54,view,1716104945
5,2,cart,1727998356
5,34,view,1705627447
5,45,view,1735978902
5,69,view,1728273137
5,44,cart,1726181350
5,79,cart,1704356608
5,7,purchase,1708188350
5,146,cart,1726419999
5,69,purchase,1738146207
5,14,view,1742822822
5,173,view,1736480199
5,183,view,1712616157
5,80,cart,1720898103
5,153,view,1736735615
5,170,view,1722697431
5,6,view,1744666477
5,38,view,1720677178
5,73,cart,1713419371
5,110,view,1714224883
5,128,view,1703017670
5,109,view,1704406519
5,40,view,1711418845
5,171,view,1703177139
5,141,view,1714923444
5,17,view,1730130248
5,149,view,1712738573
5,103,cart,1738208029
5,184,cart,1729127061
5,183,view,1735889734
5,94,view,1705006712
5,56,view,1706019051
5,113,cart,1702867677
5,137,purchase,1720901649
5,180,cart,1702096164
5,54,view,1745312398
5,10,view,1710481416
5,165,cart,1735254037
5,26,view,1747910737
5,13,view,1727634263
5,188,cart,1731708805
5,158,cart,1725792400
5,86,view,1744419899
5,47,view,1743145761
5,169,view,1727159241
5,110,view,1744162749
5,175,view,1706974803
5,23,view,1702919585
5,56,view,1710216425
5,169,view,1743215829
5,35,view,1747373825
5,170,view,1739173417
5,78,purchase,1724480699
5,131,view,1728239517
5,181,cart,1717662634
5,73,view,1727580026
5,48,view,1735803264
5,136,cart,1744346734
5,141,view,1706148792
5,1,view,1738946394
5,155,purchase,1747596622
6,37,view,1734879462
6,195,view,1740051630
6,170,view,1740307044
6,26,view,1730470531
6,168,view,1716528317
6,161,purchase,1736992246
6,123,view,1701976415
6,96,view,1719881596
6,193,view,1731232398
6,96,view,1743479190
6,190,view,1719073454
6,138,purchase,1737760425
6,151,view,1743772133
6,87,cart,1713333317
6,44,view,1702662688
6,96,view,1703515669
6,150,cart,1706498071
6,126,view,1724994812
6,194,view,1728277996
6,170,view,1711891843
6,27,cart,1744111184
6,159,view,1704888034
6,60,view,1738508263
6,99,view,1709113105
6,130,cart,1745609229
6,183,view,1706672868
6,196,view,1732756582
6,135,view,1715551084
6,161,view,1735246672
6,128,view,1722498111
6,81,view,1740582162
6,162,cart,1727934632
6,196,purchase,1743526317
6,69,purchase,1722672235
6,174,view,1732271873
6,46,view,1715789238
6,27,cart,1748908661
6,183,cart,1703539150
6,177,view,1734612936
6,183,view,1709644320
6,95,view,1702719253
6,36,view,1709876421
6,167,view,1711223323
6,176,view,1746029429
6,103,view,1749952644
6,46,view,1737457654
6,64,cart,1734133666
6,168,view,1712257249
6,198,view,1732608442
6,129,view,1744869460
6,2,view,1731581244
6,40,view,1718568387
6,90,view,1745412570
6,130,view,1742846300
6,113,cart,1715086300
6,18,cart,1728647225
6,192,view,1731700967
6,102,view,1721379548
6,13,view,1742806677
6,110,view,1727946706
6,179,view,1705922360
6,84,cart,1729756789
6,119,cart,1700970918
6,29,view,1702550530
6,183,cart,1723668189
6,94,cart,1721496024
6,200,view,1715993039
6,180,view,1736792147
6,178,cart,1745188754
6,144,cart,1731950846
6,187,view,1739500015
6,178,view,1722894388
6,171,purchase,1715674102
6,9,view,1712391935
6,33,view,1743847037
6,115,purchase,1713578333
6,174,cart,1731467078
6,110,purchase,1742906516
6,4,view,1723366566
6,167,view,1708390920
7,69,view,1723921660
7,140,view,1720854775
7,173,view,1704797828
7,89,view,1713812801
7,13,view,1707925617
7,143,view,1708626030
7,133,cart,1700674616
7,154,view,1732619461
7,132,view,1728214901
7,103,view,1747263093
7,128,cart,1704302654
7,49,view,1712311182
7,90,cart,1715360220
7,85,view,1746840811
7,107,view,1749466611
7,126,view,1707849361
7,102,view,1704915391
7,92,view,1734203248
7,97,view,1706879486
7,51,purchase,1717257687
7,23,view,1746467257
7,31,view,1724708731
7,45,view,1712752110
7,22,cart,1704388861
7,109,cart,1743305802
7,168,cart,1730098136
7,187,cart,1729311193
7,115,cart,1747958108
7,11,view,1727824146
7,14,view,1706302733
7,77,view,1734057795
7,101,view,1725261372
7,188,view,1722302392
7,95,view,1723432723
7,17,view,1722354934
7,156,purchase,1712443955
7,31,purchase,1701809461
7,114,view,1726295670
7,129,view,1721565450
7,9,cart,1713731771
7,74,view,1721211626
7,180,view,1719264387
7,39,cart,1721460843
7,155,purchase,1731654487
7,93,view,1715192838
7,137,view,1702312544
7,158,purchase,1731602113
7,40,view,1713957957
7,85,purchase,1716154638
7,180,view,1731934847
7,143,view,1714873827
7,80,view,1710915954
7,51,cart,1731108297
7,124,view,1722200884
7,122,view,1742039855
7,115,view,1731087639
7,70,cart,1729283471
7,185,view,1719692008
7,21,view,1743708251
7,101,view,1731271910
7,26,view,1740978126
7,83,purchase,1725687196
7,145,view,1737836041
7,157,purchase,1735594028
7,34,view,1715646324
7,199,cart,1703849481
7,42,view,1746718686
7,107,view,1734174074
7,114,view,1745438045
7,157,view,1718301297
7,156,view,1715774845
7,199,view,1719499777
7,45,view,1734914869
7,61,view,1746809955
7,107,view,1749425406
7,22,view,1739140726
7,99,view,1736756392
7,17,view,1724712851
7,120,view,1746588198
7,162,view,1709051108
8,44,cart,1723104981
8,180,cart,1739453750
8,33,view,1709377415
8,78,view,1727914133
8,40,cart,1710758166
8,117,cart,1718000392
8,158,view,1715569716
8,157,view,1713165761
8,76,view,1712835880
8,151,view,1739868320
8,13,view,1720743154
8,197,view,1712872128
8,157,view,1730020960
8,7,view,1712140457
8,41,view,1722349831
8,160,view,1744681751
8,42,cart,1721863154
8,11,view,1706748789
8,63,cart,1702770731
8,89,view,1714463670
8,22,view,1711727492
8,119,view,1729200928
8,45,view,1706342036
8,143,cart,1735177347
8,13,view,1740671261
8,169,cart,1715907936
8,168,view,1706846718
8,107,cart,1710453741
8,61,view,1745090587
8,79,view,1711463986
8,116,view,1708579588
8,149,view,1724749247
8,189,view,1726831033
8,6,view,1741304430
8,125,cart,1720865035
8,111,purchase,1728982492
8,186,view,1740333406
8,41,view,1738218405
8,37,view,1712914491
8,59,view,1720089927
8,191,view,1745098810
8,113,cart,1733941637
8,38,cart,1745599321
8,151,purchase,1747134651
8,51,cart,1710660769
8,136,view,1711319078
8,60,view,1733461451
8,191,view,1707965960
8,25,view,1720310471
8,161,cart,1711892811
8,180,view,1701094607
8,128,view,1748252059
8,197,view,1742080331
8,172,view,1727189976
8,60,view,1737078541
8,164,purchase,1715551829
8,159,view,1728977743
8,184,purchase,1705234205
8,69,view,1716877833
8,144,view,1719936474
8,69,view,1715842371
8,39,cart,1741428470
8,53,cart,1712759811
8,3,view,1744303299
8,183,view,1706075138
8,105,purchase,1734422590
8,78,view,1732767632
8,19,view,1712449578
8,120,cart,1721689394
8,130,purchase,1704834457
8,112,purchase,1736543365
8,80,view,1706432096
8,195,cart,1730258631
8,164,view,1701637449
8,37,view,1717788284
8,86,view,1708539594
8,113,cart,1749125801
8,120,view,1720293947
8,30,cart,1746746131
8,127,cart,1732200850
9,90,view,1725014613
9,32,purchase,1715487707
9,92,cart,1747122221
9,66,view,1717944766
9,147,view,1735369787
9,24,view,1706945563
9,3,view,1743212911
9,183,purchase,1723270269
9,96,view,1730213069
9,115,purchase,1725997921
9,39,view,1711971236
9,62,view,1712041902
9,167,view,1745312253
9,86,view,1713890665
9,185,view,1730408140
9,194,view,1709639578
9,200,view,1745315760
9,141,view,1716364556
9,189,view,1728743383
9,96,view,1725340190
9,42,view,1717339224
9,147,cart,1724577659
9,197,view,1726541518
9,137,view,1747141113
9,111,view,1746122287
9,167,purchase,1700379815
9,181,purchase,1715499341
9,122,view,1715130147
9,173,view,1740118091
9,59,view,1710386166
9,154,view,1723077951
9,114,view,1747865935
9,157,view,1721496445
9,183,view,1700251059
9,168,view,1731289702
9,87,view,1730476497
9,172,cart,1703634392
9,61,cart,1701533635
9,67,view,1708944013
9,70,view,1712236690
9,126,cart,1712234094
9,172,view,1743844179
9,41,view,1716237187
9,136,view,1708408516
9,45,view,1743240467
9,71,view,1726931509
9,141,view,1731837286
9,15,purchase,1725613785
9,145,view,1728144166
9,67,purchase,1746573745
9,170,view,1721813869
9,35,purchase,1705037233
9,60,view,1749699588
9,197,view,1729404382
9,167,purchase,1720278673
9,24,view,1724591169
9,43,view,1728014537
9,72,view,1730687332
9,140,cart,1749876877
9,124,view,1741550068
9,11,purchase,1703716293
9,62,view,1709947848
9,119,view,1728724073
9,59,purchase,1706907926
9,133,view,1733173552
9,11,cart,1741686188
9,160,view,1725062707
9,34,view,1712953560
9,57,view,1701333621
9,177,cart,1704424526
9,19,cart,1734259016
9,138,cart,1733831852
9,123,view,1736072905
9,161,view,1733322667
9,75,view,1742823774
9,50,view,1721762740
9,101,purchase,1742129880
9,167,cart,1713341803
9,133,cart,1741755336
9,55,view,1712916388
10,9,view,1744539155
10,174,view,1734677208
10,50,view,1742031456
10,77,view,1718766305
10,121,purchase,1719255979
10,36,view,1736162752
10,101,view,1721525020
10,33,cart,1716593589
10,40,view,1705166732
10,96,view,1742538335
10,60,view,1724479225
10,28,cart,1741402282
10,113,view,1703769754
10,183,view,1701387905
10,95,view,1741211937
10,195,view,1737888378
10,11,view,1743495092
10,160,view,1726221824
10,186,view,1722753355
10,168,view,1707133051
10,44,view,1742636521
10,51,purchase,1720343414
10,165,view,1727645089
10,63,purchase,1729716251
10,151,view,1741989592
10,80,view,1713601410
10,151,cart,1722184439
10,73,view,1732304086
10,150,view,1747069430
10,197,view,1745378817
10,66,cart,1742017867
10,125,view,1724770345
10,131,view,1739217956
10,94,view,1710616989
10,118,cart,1733357676
10,135,view,1704357111
10,166,view,1708917081
10,37,cart,1742933359
10,112,view,1749685781
10,13,view,1744734670
10,93,cart,1726399092
10,175,view,1733085873
10,165,purchase,1714156556
10,54,purchase,1722047892
10,7,view,1714060354
10,167,view,1715319616
10,44,view,1741225267
10,33,view,1717589037
10,64,view,1729219851
10,36,view,1739075316
10,132,view,1725668109
10,97,view,1712776032
10,2,purchase,1704284730
10,190,cart,1742498059
10,152,view,1747375792
10,156,view,1715234268
10,172,view,1710739386
10,64,view,1703605526
10,128,purchase,1722905048
10,87,view,1713674957
10,173,cart,1726282846
10,102,view,1737739389
10,17,view,1736075402
10,80,cart,1743523320
10,199,cart,1725519618
10,178,cart,1712155194
10,148,view,1728414374
10,45,view,1721964110
10,58,view,1724009687
10,138,view,1748602847
10,150,view,1739129633
10,175,view,1702510400
10,48,cart,1729355434
10,164,view,1722928493
10,199,view,1730742036
10,184,view,1707371143
10,5,view,1733400154
10,5,view,1741939874
10,178,view,1703826624
10,103,view,1704206700
11,42,view,1748037091
11,25,cart,1708881602
11,86,cart,1743447280
11,49,cart,1717146996
11,62,view,1712732517
11,193,view,1716528992
11,114,cart,1701544488
11,10,view,1704698420
11,130,view,1714587175
11,123,cart,1722117828
11,142,view,1709254189
11,178,view,1711058082
11,189,view,1733406351
11,190,view,1732130103
11,149,cart,1744982056
11,160,view,1715962890
11,30,view,1728375373
11,28,view,1730962549
11,17,view,1744299328
11,191,view,1723556570
11,170,cart,1704849967
11,37,view,1730273436
11,150,view,1735795299
11,60,view,1737296995
11,36,view,1716715599
11,58,view,1716458549
11,43,view,1705713067
11,69,view,1741879012
11,79,view,1706373589
11,62,purchase,1715769715
11,2,cart,1745725724
11,66,cart,1725008717
11,93,view,1707751510
11,62,view,1734500246
11,80,cart,1700946918
11,17,view,1747132242
11,190,view,1747545142
11,72,view,1705292383
11,198,view,1744994572
11,178,purchase,1734903864
11,167,purchase,1734657406
11,102,view,1716457285
11,95,view,1722441007
11,120,cart,1741487009
11,54,cart,1737292770
11,112,cart,1732581210
11,10,view,1704955494
11,197,view,1703700762
11,28,cart,1706766563
11,122,view,1726222795
11,51,view,1735121965
11,180,view,1735525312
11,184,view,1749327542
11,3,cart,1736870375
11,186,cart,1744522070
11,53,cart,1723285049
11,187,view,1710244745
11,34,view,1746877041
11,146,view,1710995823
11,160,cart,1738863647
11,165,view,1746714459
11,78,view,1717431283
11,17,cart,1729989878
11,5,view,1706036932
11,71,view,1733647223
11,20,view,1717571506
11,106,view,1744676123
11,187,view,1744726965
11,119,view,1722723678
11,32,cart,1708477538
11,119,view,1744895336
11,36,view,1741703763
11,138,view,1739918447
11,158,cart,1720760774
11,137,view,1749692920
11,144,purchase,1721825765
11,128,view,1742460296
11,165,view,1738602906
11,74,purchase,1711357345
11,51,view,1715047640
12,166,cart,1730517611
12,81,view,1704828491
12,24,view,1731621329
12,64,view,1729897149
12,102,purchase,1715746114
12,180,purchase,1726123656
12,80,cart,1721632079
12,138,view,1735804448
12,181,view,1718864024
12,172,cart,1736928585
12,152,view,1736842850
12,188,view,1701305972
12,186,view,1735413330
12,28,cart,1729478001
12,175,view,1708549410
12,36,view,1732243133
12,110,cart,1709312236
12,172,cart,1730942200
12,186,view,1708146932
12,71,view,1709400833
12,64,cart,1705713645
12,26,cart,1741089832
12,150,cart,1718894461
12,87,cart,1709187028
12,81,view,1746076184
12,112,cart,1719841227
12,21,view,1716574176
12,146,view,1703623393
12,135,view,1726396238
12,95,purchase,1728542716
12,198,view,1742343483
12,9,view,1717577886
12,58,purchase,1719726942
12,119,cart,1744971090
12,139,view,1714449830
12,117,view,1704783743
12,54,view,1714621968
12,174,view,1711304975
12,132,cart,1745936169
12,77,cart,1708820233
12,81,view,1712381238
12,73,cart,1705430630
12,104,view,1723923756
12,61,purchase,1728052329
12,187,view,1730124188
12,193,view,1710657699
12,2,view,1719458606
12,129,cart,1741421863
12,2,cart,1748062403
12,57,view,1729397567
12,112,view,1711478204
12,76,view,1720952276
12,77,view,1703750884
12,186,cart,1715842868
12,114,view,1715141541
12,1,view,1702674504
12,94,cart,1719677902
12,37,cart,1728407124
12,191,purchase,1744756578
12,148,cart,1704311496
12,50,view,1730851337
12,44,purchase,1701484858
12,142,view,1709916385
12,32,purchase,1709748476
12,46,view,1737150225
12,141,cart,1735849641
12,133,purchase,1700431820
12,16,view,1706039468
12,63,view,1731197617
12,123,view,1744876190
12,198,cart,1735343469
12,132,cart,1724071079
12,47,view,1746562595
12,108,cart,1732665757
12,25,view,1701662415
12,178,view,1740623773
12,66,view,1714262158
12,163,view,1725749915
12,154,view,1742372198
12,88,cart,1749891774
13,130,view,1738677738
13,5,view,1735960276
13,47,view,1711631942
13,52,cart,1719612362
13,46,cart,1733523436
13,5,view,1727006590
13,36,view,1721044641
13,157,view,1733355883
13,138,view,1730863488
13,185,view,1718977481
13,37,view,1707523278
13,197,purchase,1715148486
13,150,view,1731661062
13,180,view,1721831509
13,20,view,1713737237
13,96,view,1745054429
13,185,cart,1701542876
13,53,view,1719947864
13,128,view,1744319161
13,105,view,1702384716
13,196,purchase,1747383297
13,153,view,1732070798
13,117,view,1714884783
13,53,cart,1725603149
13,31,view,1738108018
13,142,view,1740461854
13,97,view,1723208321
13,27,purchase,1743874164
13,49,view,1713264393
13,12,view,1714726560
13,135,purchase,1743051539
13,199,view,1735629369
13,191,view,1713506938
13,45,view,1717305770
13,106,view,1719203882
13,194,view,1744218499
13,192,view,1745365415
13,48,view,1739228404
13,27,view,1700343001
13,80,view,1737534502
13,67,view,1729197428
13,171,view,1705494296
13,4,view,1721895491
13,171,view,1726305130
13,105,view,1743615165
13,148,view,1723335255
13,146,view,1720832818
13,120,cart,1733180051
13,100,purchase,1710236193
13,190,view,1712149929
13,24,view,1728994214
13,173,view,1705864291
13,93,view,1713887224
13,188,purchase,1703608917
13,180,view,1700355742
13,105,view,1711656387
13,156,view,1743750027
13,26,cart,1714880403
13,80,cart,1744491760
13,94,view,1739537609
13,193,view,1717841823
13,147,purchase,1710886684
13,79,view,1735971010
13,44,view,1734951936
13,123,view,1736850607
13,11,view,1720215874
13,74,view,1719069230
13,100,view,1701996929
13,168,view,1704300534
13,139,view,1704017723
13,92,purchase,1748931633
13,22,view,1717429896
13,19,view,1736310110
13,56,view,1702912407
13,137,view,1734096874
13,177,view,1741020308
13,118,view,1734791077
13,12,view,1708546948
13,73,view,1717798050
13,86,view,1736678153
14,107,view,1718281333
14,160,cart,1712105268
14,143,view,1712778675
14,56,view,1738771926
14,118,view,1727529239
14,63,view,1701297503
14,44,purchase,1718142476
14,107,view,1741461138
14,128,view,1703514117
14,87,cart,1719103959
14,134,cart,1748057062
14,9,view,1713244224
14,124,view,1709020964
14,162,view,1724536952
14,178,view,1723886779
14,95,view,1721696303
14,141,cart,1724434849
14,154,cart,1749220821
14,12,view,1707775111
14,164,view,1745164262
14,162,view,1739298285
14,46,view,1721890443
14,66,view,1712785628
14,132,view,1747106728
14,86,view,1744745310
14,188,cart,1744410224
14,64,view,1731708093
14,74,cart,1747493562
14,139,view,1737667564
14,147,view,1715082786
14,83,view,1746135661
14,127,purchase,1741184977
14,90,view,1749355885
14,109,view,1746880572
14,92,view,1733148229
14,126,view,1703782299
14,151,view,1741344923
14,166,purchase,1706796481
14,98,view,1737211231
14,36,purchase,1735721979
14,75,purchase,1733128013
14,18,view,1718390591
14,74,purchase,1707906152
14,32,view,1711911936
14,127,view,1723977505
14,37,view,1745210307
14,161,cart,1724242623
14,181,view,1704588305
14,162,view,1744574211
14,55,view,1723906573
14,20,view,1729347887
14,29,view,1744700922
14,168,view,1728966929
14,14,view,1747398592
14,113,cart,1746935438
14,45,view,1734570677
14,62,view,1704027173
14,55,view,1735099449
14,41,view,1712049923
14,12,purchase,1743299417
14,177,view,1700283094
14,141,cart,1710577124
14,200,view,1707977297
14,63,view,1722697979
14,10,view,1736060372
14,187,view,1715782364
14,123,view,1725578604
14,89,view,1712355476
14,83,view,1703198179
14,36,view,1728797376
14,61,view,1734802193
14,32,view,1718297529
14,157,view,1704352095
14,198,view,1742560953
14,138,cart,1704500316
14,5,view,1736979012
14,188,view,1741231333
14,23,purchase,1723533840
14,40,cart,1745487124
14,194,view,1747576220
15,113,cart,1735184257
15,105,purchase,1730479283
15,14,view,1703506453
15,59,view,1704393883
15,162,view,1711153390
15,5,view,1726126236
15,197,view,1712707783
15,54,view,1734720965
15,195,view,1705511973
15,76,view,1740325973
15,14,view,1726897342
15,120,purchase,1736189724
15,118,view,1732485645
15,80,view,1706185331
15,34,view,1728240788
15,125,view,1749932311
15,61,view,1707441829
15,154,cart,1728454016
15,90,view,1733674373
15,52,view,1725532190
15,84,cart,1723638084
15,35,view,1723753068
15,27,view,1742987564
15,16,purchase,1725619404
15,191,view,1705552645
15,120,view,1734831514
15,70,view,1736089970
15,96,view,1721275429
15,185,purchase,1732901167
15,145,view,1705110374
15,142,cart,1723065516
15,8,view,1712364430
15,107,view,1727263614
15,190,view,1748413615
15,97,view,1749124139
15,116,view,1735108527
15,73,cart,1720703202
15,196,cart,1724936778
15,131,view,1732472106
15,58,view,1738796290
15,121,view,1722552954
15,169,view,1725314439
15,21,view,1718527206
15,81,view,1715950804
15,52,view,1705099650
15,55,cart,1747479667
15,142,cart,1722906796
15,148,cart,1747091624
15,110,view,1748594318
15,10,view,1732047760
15,194,cart,1712380635
15,115,view,1722311910
15,16,view,1700196929
15,116,cart,1703125262
15,79,cart,1706264029
15,102,cart,1734666284
15,35,cart,1721892901
15,48,view,1718783437
15,163,view,1709042141
15,169,view,1706986698
15,192,view,1710214073
15,146,cart,1704759807
15,93,view,1722198044
15,133,view,1712879847
15,157,view,1741226757
15,98,view,1733102863
15,80,purchase,1714265660
15,138,view,1705754192
15,75,view,1717427002
15,36,view,1725190772
15,70,cart,1738801473
15,173,view,1703264999
15,25,view,1708227604
15,58,cart,1741634216
15,119,view,1703550478
15,198,view,1715479907
15,33,view,1725463751
15,167,view,1743575020
15,159,view,1704357716
15,82,cart,1728716456
16,31,view,1719452457
16,14,view,1700783179
16,176,purchase,1736740951
16,50,cart,1711613314
16,88,cart,1744623950
16,144,cart,1718242677
16,186,view,1725039146
16,92,cart,1738800313
16,87,cart,1728255376
16,160,view,1731265060
16,69,cart,1734771552
16,18,cart,1701191406
16,109,cart,1719893752
16,13,view,1713482034
16,172,cart,1716988675
16,108,view,1710701778
16,87,view,1722988577
16,97,view,1708854357
16,199,cart,1709371260
16,44,view,1741412040
16,88,cart,1720754355
16,49,view,1727743490
16,116,view,1735449359
16,66,view,1737305122
16,140,view,1742214012
16,133,purchase,1723970411
